Date,Open,High,Low,Close
10/21/2022,"28.24","27.83","27.83","27.83"
10/20/2022,"28.67","27.75","27.75","27.75"
10/19/2022,"28.55","28.30","28.30","28.30"
10/18/2022,"29.30","28.92","28.92","28.92"
10/17/2022,"30.36","29.27","29.27","29.27"
10/14/2022,"30.00","29.77","29.77","29.77"
10/13/2022,"32.16","30.20","30.20","30.20"
10/12/2022,"32.35","31.82","31.82","31.82"
10/11/2022,"32.46","32.01","32.01","32.01"
10/10/2022,"31.51","31.87","31.87","31.87"
10/07/2022,"29.70","29.92","29.92","29.92"
10/06/2022,"29.05","29.17","29.17","29.17"
10/05/2022,"29.47","29.86","29.86","29.86"
10/04/2022,"29.89","29.27","29.27","29.27"
10/03/2022,"33.14","30.71","30.71","30.71"
09/30/2022,"31.88","30.71","30.71","30.71"
09/29/2022,"32.12","33.07","33.07","33.07"
09/28/2022,"33.44","31.34","31.34","31.34"
09/27/2022,"30.65","31.32","31.32","31.32"
09/26/2022,"31.46","30.75","30.75","30.75"
09/23/2022,"28.07","30.00","30.00","30.00"
09/22/2022,"28.10","28.00","28.00","28.00"
09/21/2022,"28.59","27.27","27.27","27.27"
09/20/2022,"25.57","27.16","27.16","27.16"
09/19/2022,"27.56","26.19","26.19","26.19"
09/16/2022,"26.44","26.43","26.43","26.43"
09/15/2022,"25.26","25.35","25.35","25.35"
09/14/2022,"26.13","26.24","26.24","26.24"
09/13/2022,"24.71","26.04","26.04","26.04"
09/12/2022,"25.33","24.62","24.62","24.62"
09/09/2022,"25.18","24.88","24.88","24.88"
09/08/2022,"26.53","25.92","25.92","25.92"
09/07/2022,"28.14","27.13","27.13","27.13"
09/06/2022,"27.27","27.35","27.35","27.35"
09/05/2022,"28.67","27.79","27.79","27.79"
09/02/2022,"27.86","25.50","25.50","25.50"
09/01/2022,"28.80","29.15","29.15","29.15"
08/31/2022,"27.65","27.95","27.95","27.95"
08/30/2022,"27.67","28.37","28.37","28.37"
08/29/2022,"29.17","28.46","28.46","28.46"
08/26/2022,"24.16","26.66","26.66","26.66"
08/25/2022,"24.66","24.72","24.72","24.72"
08/24/2022,"26.62","25.45","25.45","25.45"
08/23/2022,"27.62","26.92","26.92","26.92"
08/22/2022,"25.97","27.37","27.37","27.37"
08/19/2022,"23.06","24.58","22.90","23.06"
08/18/2022,"22.86","22.67","22.67","22.67"
08/17/2022,"21.40","22.75","22.75","22.75"
08/16/2022,"21.54","21.34","21.34","21.34"
08/15/2022,"22.30","21.59","21.59","21.59"
08/12/2022,"21.44","21.21","21.21","21.21"
08/11/2022,"21.68","21.65","21.65","21.65"
08/10/2022,"23.64","21.79","21.79","21.79"
08/09/2022,"22.36","23.28","23.28","23.28"
08/08/2022,"22.75","22.08","22.08","22.08"
08/05/2022,"21.95","22.85","22.85","22.85"
08/04/2022,"22.33","22.45","22.45","22.45"
08/03/2022,"24.15","22.34","22.34","22.34"
08/02/2022,"24.70","23.77","23.77","23.77"
08/01/2022,"23.16","22.96","22.96","22.96"
07/29/2022,"21.94","22.30","22.30","22.30"
07/28/2022,"23.77","22.55","22.55","22.55"
07/27/2022,"25.03","24.04","24.04","24.04"
07/26/2022,"24.82","25.57","25.57","25.57"
07/25/2022,"25.26","24.53","24.53","24.53"
07/22/2022,"25.61","24.06","24.06","24.06"
07/21/2022,"27.31","25.55","25.55","25.55"
07/20/2022,"26.67","28.35","26.54","26.67"
07/19/2022,"29.44","26.72","26.72","26.72"
07/18/2022,"29.33","29.06","29.06","29.06"
07/15/2022,"31.73","28.82","28.82","28.82"
07/14/2022,"29.93","31.82","31.82","31.82"
07/13/2022,"30.07","29.85","29.85","29.85"
07/12/2022,"29.80","29.26","29.26","29.26"
07/11/2022,"29.60","28.87","28.87","28.87"
07/08/2022,"28.82","29.16","27.24","28.82"
07/07/2022,"29.08","28.32","28.32","28.32"
07/06/2022,"30.19","30.11","30.11","30.11"
07/05/2022,"28.28","31.60","31.60","31.60"
07/04/2022,"28.91","28.32","28.32","28.32"
07/01/2022,"30.44","28.76","28.76","28.76"
06/30/2022,"29.94","29.78","29.78","29.78"
06/29/2022,"27.65","28.11","28.11","28.11"
06/28/2022,"26.52","26.68","26.68","26.68"
06/27/2022,"28.33","27.02","27.02","27.02"
06/24/2022,"28.99","27.77","27.77","27.77"
06/23/2022,"28.29","29.21","29.21","29.21"
06/22/2022,"30.21","28.68","28.68","28.68"
06/21/2022,"27.68","28.11","28.11","28.11"
06/20/2022,"31.14","28.59","28.59","28.59"
06/17/2022,"32.41","30.89","30.89","30.89"
06/16/2022,"29.82","32.59","32.59","32.59"
06/15/2022,"30.62","30.07","30.07","30.07"
06/14/2022,"31.23","31.57","31.57","31.57"
06/13/2022,"30.37","31.81","31.81","31.81"
06/10/2022,"25.27","27.66","27.66","27.66"
06/09/2022,"23.55","23.97","23.97","23.97"
06/08/2022,"23.23","23.13","23.13","23.13"
06/07/2022,"23.65","23.59","23.59","23.59"
06/06/2022,"23.09","22.97","22.97","22.97"
06/03/2022,"23.35","23.39","23.39","23.39"
06/02/2022,"24.26","23.39","23.39","23.39"
06/01/2022,"24.50","25.44","25.44","25.44"
05/31/2022,"24.61","25.25","25.25","25.25"
05/30/2022,"24.17","23.73","23.73","23.73"
05/27/2022,"25.38","23.85","23.85","23.85"
05/26/2022,"26.55","25.66","25.66","25.66"
05/25/2022,"27.70","27.42","27.42","27.42"
05/24/2022,"28.35","28.61","28.61","28.61"
05/23/2022,"28.41","27.58","27.58","27.58"
05/20/2022,"27.90","28.66","28.66","28.66"
05/19/2022,"29.58","29.47","29.47","29.47"
05/18/2022,"26.36","27.63","27.63","27.63"
05/17/2022,"27.09","26.24","26.24","26.24"
05/16/2022,"30.45","28.22","28.22","28.22"
05/13/2022,"31.63","29.11","29.11","29.11"
05/12/2022,"33.45","32.40","32.40","32.40"
05/11/2022,"33.67","31.12","31.12","31.12"
05/10/2022,"34.44","35.01","35.01","35.01"
05/09/2022,"33.61","35.91","35.91","35.91"
05/06/2022,"33.57","32.80","32.80","32.80"
05/05/2022,"30.01","32.77","32.77","32.77"
05/04/2022,"30.96","31.23","31.23","31.23"
05/03/2022,"32.00","31.38","31.38","31.38"
05/02/2022,"33.44","34.07","34.07","34.07"
04/29/2022,"29.90","30.77","30.77","30.77"
04/28/2022,"31.02","31.28","31.28","31.28"
04/27/2022,"32.85","32.74","32.74","32.74"
04/26/2022,"29.61","32.71","32.71","32.71"
04/25/2022,"31.34","31.46","31.46","31.46"
04/22/2022,"25.97","28.35","28.35","28.35"
04/21/2022,"24.44","24.54","24.54","24.54"
04/20/2022,"26.74","24.98","24.98","24.98"
04/19/2022,"29.19","27.44","27.44","27.44"
04/14/2022,"27.91","28.59","26.60","27.91"
04/13/2022,"30.49","28.84","28.84","28.84"
04/12/2022,"32.26","30.01","30.01","30.01"
04/11/2022,"31.57","30.23","30.23","30.23"
04/08/2022,"30.30","30.73","30.73","30.73"
04/07/2022,"30.75","32.53","32.53","32.53"
04/06/2022,"29.31","32.24","32.24","32.24"
04/05/2022,"26.88","29.16","29.16","29.16"
04/04/2022,"29.53","26.73","26.73","26.73"
04/01/2022,"29.11","28.50","28.50","28.50"
03/31/2022,"27.01","28.99","28.99","28.99"
03/30/2022,"27.22","28.10","28.10","28.10"
03/29/2022,"28.91","26.58","26.58","26.58"
03/28/2022,"31.65","30.50","30.50","30.50"
03/25/2022,"31.87","32.23","32.23","32.23"
03/24/2022,"30.14","31.16","31.16","31.16"
03/23/2022,"27.31","30.77","30.77","30.77"
03/22/2022,"27.86","27.48","27.48","27.48"
03/21/2022,"29.81","28.34","28.34","28.34"
03/18/2022,"31.60","33.91","29.80","31.60"
03/17/2022,"34.57","32.02","32.02","32.02"
03/16/2022,"38.68","36.01","36.01","36.01"
03/15/2022,"43.38","41.20","41.20","41.20"
03/14/2022,"41.11","41.98","39.43","41.11"
03/11/2022,"42.20","41.37","41.37","41.37"
03/10/2022,"42.80","43.35","43.35","43.35"
03/09/2022,"42.30","41.50","41.50","41.50"
03/08/2022,"47.24","45.56","45.56","45.56"
03/07/2022,"56.70","48.24","48.24","48.24"
03/04/2022,"41.39","49.69","41.39","41.39"
03/03/2022,"37.10","40.45","40.45","40.45"
03/02/2022,"42.46","38.78","38.78","38.78"
03/01/2022,"35.35","41.58","41.58","41.58"
02/28/2022,"37.55","35.29","35.29","35.29"
02/25/2022,"35.96","32.12","32.12","32.12"
02/24/2022,"38.71","38.13","38.13","38.13"
02/23/2022,"30.35","33.46","33.46","33.46"
02/22/2022,"37.43","32.98","32.98","32.98"
02/21/2022,"31.70","36.22","36.22","36.22"
02/18/2022,"28.57","33.00","27.95","28.57"
02/17/2022,"26.13","28.79","28.79","28.79"
02/16/2022,"25.40","26.61","26.61","26.61"
02/15/2022,"28.56","27.06","27.06","27.06"
02/14/2022,"31.99","30.05","30.05","30.05"
02/11/2022,"24.01","24.66","24.66","24.66"
02/10/2022,"20.99","21.84","21.84","21.84"
02/09/2022,"21.84","21.41","21.41","21.41"
02/08/2022,"23.74","23.16","23.16","23.16"
02/07/2022,"25.50","24.24","24.24","24.24"
02/04/2022,"24.74","26.30","26.30","26.30"
02/03/2022,"23.76","24.33","24.33","24.33"
02/02/2022,"22.10","22.64","22.64","22.64"
02/01/2022,"24.55","24.09","24.09","24.09"
01/31/2022,"28.52","29.01","26.52","28.52"
01/28/2022,"28.38","29.41","29.41","29.41"
01/27/2022,"29.91","28.03","28.03","28.03"
01/26/2022,"28.27","28.34","28.34","28.34"
01/25/2022,"31.28","31.45","31.45","31.45"
01/24/2022,"25.74","32.68","32.68","32.68"
01/21/2022,"24.20","24.22","24.22","24.22"
01/20/2022,"21.80","20.40","20.40","20.40"
01/19/2022,"22.68","22.36","22.36","22.36"
01/18/2022,"22.13","21.96","21.96","21.96"
01/17/2022,"21.08","20.04","20.04","20.04"
01/14/2022,"20.20","21.40","21.40","21.40"
01/13/2022,"18.21","18.46","18.46","18.46"
01/12/2022,"18.86","18.30","18.30","18.30"
01/11/2022,"20.54","19.79","19.79","19.79"
01/10/2022,"20.85","22.54","22.54","22.54"
01/07/2022,"20.17","20.62","20.62","20.62"
01/06/2022,"21.17","20.10","20.10","20.10"
01/05/2022,"18.07","17.76","17.76","17.76"
01/04/2022,"18.95","18.64","18.64","18.64"
01/03/2022,"19.09","19.17","19.17","19.17"
12/30/2021,"19.56","19.27","19.27","19.27"
12/29/2021,"19.15","20.18","20.18","20.18"
12/28/2021,"19.80","19.07","19.07","19.07"
12/27/2021,"20.55","19.66","19.66","19.66"
12/23/2021,"20.18","19.04","19.04","19.04"
12/22/2021,"22.33","21.04","21.04","21.04"
12/21/2021,"24.22","22.83","22.83","22.83"
12/20/2021,"28.37","26.84","26.84","26.84"
12/17/2021,"21.69","21.98","21.98","21.98"
12/16/2021,"19.94","20.61","20.61","20.61"
12/15/2021,"23.54","24.74","24.74","24.74"
12/14/2021,"21.58","24.42","24.42","24.42"
12/13/2021,"22.20","23.02","23.02","23.02"
12/10/2021,"24.40","22.43","22.43","22.43"
12/09/2021,"23.90","23.52","23.52","23.52"
12/08/2021,"23.87","24.71","24.71","24.71"
12/07/2021,"28.77","24.87","24.87","24.87"
12/06/2021,"31.87","30.04","30.04","30.04"
12/03/2021,"28.99","31.48","31.48","31.48"
12/02/2021,"28.80","30.47","30.47","30.47"
12/01/2021,"28.59","26.02","26.02","26.02"
11/30/2021,"30.18","30.07","30.07","30.07"
11/29/2021,"31.29","28.80","28.80","28.80"
11/26/2021,"29.09","32.31","32.31","32.31"
11/25/2021,"19.89","19.88","19.88","19.88"
11/24/2021,"20.39","20.67","20.67","20.67"
11/23/2021,"21.28","20.64","20.64","20.64"
11/22/2021,"19.05","18.88","18.88","18.88"
11/19/2021,"17.65","19.12","19.12","19.12"
11/18/2021,"16.77","17.77","17.77","17.77"
11/17/2021,"16.70","16.68","16.68","16.68"
11/16/2021,"16.62","16.80","16.80","16.80"
11/15/2021,"16.65","16.65","16.65","16.65"
11/12/2021,"16.93","16.14","16.14","16.14"
11/11/2021,"17.50","17.09","17.09","17.09"
11/10/2021,"17.66","17.18","17.18","17.18"
11/09/2021,"17.41","18.06","18.06","18.06"
11/08/2021,"17.43","17.20","17.20","17.20"
11/05/2021,"15.91","16.40","16.40","16.40"
11/04/2021,"15.59","15.97","15.97","15.97"
11/03/2021,"16.98","16.47","16.47","16.47"
11/02/2021,"17.69","16.86","16.86","16.86"
11/01/2021,"17.71","17.50","17.50","17.50"
10/29/2021,"18.53","17.62","17.62","17.62"
10/28/2021,"17.39","17.61","17.61","17.61"
10/27/2021,"16.62","16.92","16.92","16.92"
10/26/2021,"16.10","16.15","16.15","16.15"
10/25/2021,"17.31","16.28","16.28","16.28"
10/22/2021,"16.68","16.40","16.40","16.40"
10/21/2021,"16.83","16.92","16.39","16.83"
10/20/2021,"16.60","15.98","15.98","15.98"
10/19/2021,"17.34","16.29","16.29","16.29"
10/18/2021,"18.28","17.13","17.13","17.13"
10/15/2021,"16.31","16.35","16.35","16.35"
10/14/2021,"18.30","16.99","16.99","16.99"
10/13/2021,"21.15","19.84","19.84","19.84"
10/12/2021,"21.32","20.74","20.74","20.74"
10/11/2021,"21.39","20.18","20.18","20.18"
10/08/2021,"20.95","20.28","20.28","20.28"
10/07/2021,"22.23","21.02","21.02","21.02"
10/06/2021,"24.71","24.33","24.33","24.33"
10/05/2021,"24.12","22.23","22.23","22.23"
10/04/2021,"24.59","25.19","25.19","25.19"
10/01/2021,"25.69","24.04","24.04","24.04"
09/30/2021,"23.51","23.24","23.24","23.24"
09/29/2021,"23.47","23.96","23.96","23.96"
09/28/2021,"22.05","24.89","24.89","24.89"
09/27/2021,"21.02","20.83","20.83","20.83"
09/24/2021,"21.68","21.85","21.85","21.85"
09/23/2021,"21.24","20.62","20.62","20.62"
09/22/2021,"23.47","22.81","22.81","22.81"
09/21/2021,"25.11","25.51","25.51","25.51"
09/20/2021,"27.41","26.47","26.47","26.47"
09/17/2021,"20.10","23.17","23.17","23.17"
09/16/2021,"20.53","21.65","21.65","21.65"
09/15/2021,"20.32","21.69","21.69","21.69"
09/14/2021,"20.88","20.46","20.46","20.46"
09/13/2021,"20.28","20.74","20.74","20.74"
09/10/2021,"19.20","20.36","20.36","20.36"
09/09/2021,"21.64","19.64","19.64","19.64"
09/08/2021,"20.58","20.49","20.49","20.49"
09/07/2021,"17.68","18.60","18.60","18.60"
09/06/2021,"17.78","17.56","17.56","17.56"
09/03/2021,"17.42","18.19","18.19","18.19"
09/02/2021,"17.37","16.97","16.97","16.97"
09/01/2021,"17.40","17.47","17.47","17.47"
08/31/2021,"17.35","18.77","18.77","18.77"
08/30/2021,"18.01","17.50","17.50","17.50"
08/27/2021,"19.24","17.60","17.60","17.60"
08/26/2021,"19.53","19.09","19.09","19.09"
08/25/2021,"17.95","17.83","17.83","17.83"
08/24/2021,"17.49","18.09","18.09","18.09"
08/23/2021,"18.92","17.89","17.89","17.89"
08/20/2021,"22.25","20.15","20.15","20.15"
08/19/2021,"21.08","22.13","22.13","22.13"
08/18/2021,"18.58","18.47","18.47","18.47"
08/17/2021,"19.20","18.39","18.39","18.39"
08/16/2021,"17.17","18.00","18.00","18.00"
08/13/2021,"16.07","15.80","15.80","15.80"
08/12/2021,"16.93","16.11","16.11","16.11"
08/11/2021,"17.12","17.04","17.04","17.04"
08/10/2021,"17.21","17.28","17.28","17.28"
08/09/2021,"18.35","17.55","17.55","17.55"
08/06/2021,"18.51","17.89","17.89","17.89"
08/05/2021,"18.79","18.25","18.25","18.25"
08/04/2021,"19.36","19.21","19.21","19.21"
08/03/2021,"20.41","20.22","20.22","20.22"
08/02/2021,"19.75","19.84","19.84","19.84"
07/30/2021,"21.47","20.94","20.94","20.94"
07/29/2021,"18.73","19.26","19.26","19.26"
07/28/2021,"21.15","19.48","19.48","19.48"
07/27/2021,"19.81","21.36","21.36","21.36"
07/26/2021,"19.43","18.53","18.53","18.53"
07/23/2021,"19.26","17.55","17.55","17.55"
07/22/2021,"20.27","19.91","19.91","19.91"
07/21/2021,"23.05","21.52","21.52","21.52"
07/20/2021,"22.85","24.49","24.49","24.49"
07/19/2021,"22.24","25.44","25.44","25.44"
07/16/2021,"17.91","19.45","19.45","19.45"
07/15/2021,"17.23","18.64","18.64","18.64"
07/14/2021,"18.47","17.68","17.68","17.68"
07/13/2021,"18.25","18.00","18.00","18.00"
07/12/2021,"18.21","17.95","17.95","17.95"
07/09/2021,"18.71","17.95","17.95","17.95"
07/08/2021,"18.95","19.97","19.97","19.97"
07/07/2021,"17.13","17.32","17.32","17.32"
07/06/2021,"17.17","18.13","18.13","18.13"
07/02/2021,"17.61","16.57","16.57","16.57"
07/01/2021,"17.39","17.73","17.73","17.73"
06/30/2021,"17.34","18.18","18.18","18.18"
06/29/2021,"17.10","16.95","16.95","16.95"
06/28/2021,"17.21","17.65","17.65","17.65"
06/25/2021,"17.49","16.68","16.68","16.68"
06/24/2021,"17.60","17.35","17.35","17.35"
06/23/2021,"17.35","18.55","18.55","18.55"
06/22/2021,"19.59","17.57","17.57","17.57"
06/21/2021,"22.99","19.48","19.48","19.48"
06/18/2021,"16.84","20.76","20.76","20.76"
06/17/2021,"17.35","17.08","17.08","17.08"
06/01/2021,"18.17","18.77","18.77","18.77"
05/31/2021,"17.74","19.10","19.10","19.10"
05/28/2021,"17.33","17.17","17.17","17.17"
05/27/2021,"18.41","17.82","17.82","17.82"
05/26/2021,"18.66","18.28","18.28","18.28"
05/25/2021,"19.16","19.08","19.08","19.08"
05/24/2021,"20.75","20.77","19.23","20.75"
05/21/2021,"21.51","23.12","20.30","21.51"
05/20/2021,"22.80","22.10","22.10","22.10"
05/19/2021,"23.78","24.48","24.48","24.48"
05/18/2021,"20.22","21.31","21.31","21.31"
05/17/2021,"19.66","21.81","21.81","21.81"
05/14/2021,"21.48","19.55","19.55","19.55"
05/13/2021,"26.07","23.35","23.35","23.35"
05/12/2021,"23.09","23.94","23.94","23.94"
05/11/2021,"21.72","22.56","22.56","22.56"
05/10/2021,"18.70","18.50","18.50","18.50"
05/07/2021,"19.77","18.38","18.38","18.38"
05/06/2021,"19.17","20.38","20.38","20.38"
05/05/2021,"20.60","19.90","19.90","19.90"
05/04/2021,"19.08","22.82","22.82","22.82"
05/03/2021,"20.48","19.93","19.93","19.93"
04/30/2021,"18.45","20.63","20.63","20.63"
04/29/2021,"18.00","18.88","18.88","18.88"
04/28/2021,"18.57","18.38","18.38","18.38"
04/27/2021,"18.41","19.21","19.21","19.21"
04/26/2021,"18.64","18.28","18.28","18.28"
04/23/2021,"18.66","18.19","18.19","18.19"
04/22/2021,"18.49","17.76","17.76","17.76"
04/21/2021,"19.72","19.28","19.28","19.28"
04/20/2021,"17.69","21.08","21.08","21.08"
04/19/2021,"16.64","17.21","17.21","17.21"
04/16/2021,"15.65","16.11","16.11","16.11"
04/15/2021,"15.37","15.71","15.71","15.71"
04/14/2021,"16.17","16.19","16.19","16.19"
04/13/2021,"16.67","17.28","16.04","16.67"
04/12/2021,"16.61","17.05","17.05","17.05"
04/09/2021,"16.39","16.18","16.18","16.18"
04/08/2021,"16.28","16.16","16.16","16.16"
04/06/2021,"17.82","17.11","17.11","17.11"
04/01/2021,"17.55","16.90","16.90","16.90"
03/31/2021,"17.96","17.97","17.97","17.97"
03/30/2021,"17.91","18.47","18.47","18.47"
03/29/2021,"17.98","18.35","18.35","18.35"
03/26/2021,"17.69","17.11","17.11","17.11"
03/25/2021,"18.26","18.88","18.88","18.88"
03/24/2021,"18.38","17.77","17.77","17.77"
03/22/2021,"19.65","17.68","17.68","17.68"
03/19/2021,"18.55","18.40","18.40","18.40"
03/18/2021,"17.00","17.46","17.46","17.46"
03/17/2021,"17.59","17.57","17.57","17.57"
03/16/2021,"18.07","17.55","17.55","17.55"
03/15/2021,"18.43","18.62","18.62","18.62"
03/12/2021,"19.62","18.71","18.71","18.71"
03/11/2021,"19.46","18.88","18.88","18.88"
03/10/2021,"20.34","19.67","19.67","19.67"
03/09/2021,"21.18","20.26","20.26","20.26"
03/08/2021,"24.04","20.90","20.90","20.90"
03/05/2021,"23.82","25.08","25.08","25.08"
03/04/2021,"22.91","22.09","22.09","22.09"
03/03/2021,"20.68","21.70","21.70","21.70"
03/02/2021,"21.97","21.81","21.81","21.81"
03/01/2021,"23.43","22.16","22.16","22.16"
02/26/2021,"25.88","26.86","26.86","26.86"
02/25/2021,"20.75","22.10","22.10","22.10"
02/24/2021,"22.71","21.43","21.43","21.43"
02/23/2021,"21.44","23.13","23.13","23.13"
02/22/2021,"23.49","21.69","21.69","21.69"
02/19/2021,"22.46","20.48","20.48","20.48"
02/18/2021,"20.81","22.52","22.52","22.52"
02/17/2021,"21.48","21.83","21.83","21.83"
02/16/2021,"20.24","20.98","19.85","20.24"
02/15/2021,"20.14","20.15","20.15","20.15"
02/12/2021,"20.98","20.06","20.06","20.06"
02/11/2021,"21.88","21.21","21.21","21.21"
02/09/2021,"20.63","21.12","21.12","21.12"
02/08/2021,"20.97","20.44","20.44","20.44"
02/05/2021,"21.15","20.64","20.64","20.64"
02/04/2021,"21.88","21.37","21.37","21.37"
02/03/2021,"22.58","22.72","22.72","22.72"
02/02/2021,"24.87","24.02","24.02","24.02"
02/01/2021,"27.97","27.33","27.33","27.33"
01/29/2021,"29.46","29.01","29.01","29.01"
01/28/2021,"29.56","25.93","25.93","25.93"
01/27/2021,"23.78","26.77","26.77","26.77"
01/26/2021,"25.22","23.10","23.10","23.10"
01/25/2021,"21.46","26.01","26.01","26.01"
01/22/2021,"21.00","21.32","21.32","21.32"
01/21/2021,"19.41","19.94","19.94","19.94"
01/20/2021,"21.20","20.28","20.28","20.28"
01/19/2021,"21.48","21.75","21.75","21.75"
01/18/2021,"23.13","21.95","21.95","21.95"
01/15/2021,"20.56","22.43","22.43","22.43"
01/14/2021,"19.89","19.69","19.69","19.69"
01/13/2021,"21.33","21.09","21.09","21.09"
01/12/2021,"21.68","21.95","21.95","21.95"
01/11/2021,"21.28","21.98","21.98","21.98"
01/08/2021,"20.78","20.53","20.53","20.53"
01/07/2021,"21.89","21.02","21.02","21.02"
01/06/2021,"23.96","21.44","21.44","21.44"
01/05/2021,"24.91","25.20","25.20","25.20"
01/04/2021,"22.99","24.84","24.84","24.84"
12/30/2020,"22.54","23.37","23.37","23.37"
12/29/2020,"21.55","22.38","22.38","22.38"
12/28/2020,"23.24","21.71","21.71","21.71"
12/23/2020,"24.00","23.15","23.15","23.15"
12/22/2020,"25.66","25.21","25.21","25.21"
12/21/2020,"25.49","27.26","27.26","27.26"
12/18/2020,"20.71","21.63","21.63","21.63"
12/17/2020,"20.22","20.51","20.51","20.51"
12/16/2020,"21.25","21.14","21.14","21.14"
12/15/2020,"22.81","21.73","21.73","21.73"
12/14/2020,"22.33","22.52","22.52","22.52"
12/11/2020,"21.14","23.61","23.61","23.61"
12/10/2020,"20.49","20.66","20.66","20.66"
12/09/2020,"20.26","20.02","20.02","20.02"
12/08/2020,"21.24","20.54","20.54","20.54"
12/07/2020,"21.93","21.44","21.44","21.44"
12/04/2020,"21.02","20.82","20.82","20.82"
12/03/2020,"21.65","21.32","21.32","21.32"
12/02/2020,"21.54","21.69","21.69","21.69"
12/01/2020,"21.76","21.30","21.30","21.30"
11/30/2020,"22.18","22.91","21.32","22.18"
11/27/2020,"20.17","20.08","20.08","20.08"
11/26/2020,"20.65","20.23","20.23","20.23"
11/25/2020,"21.26","20.78","20.78","20.78"
11/24/2020,"21.62","21.37","21.37","21.37"
11/23/2020,"21.96","22.49","22.49","22.49"
11/20/2020,"21.61","21.44","21.44","21.44"
11/19/2020,"21.63","21.97","21.97","21.97"
11/18/2020,"22.47","20.90","20.90","20.90"
11/17/2020,"22.24","22.25","22.25","22.25"
11/16/2020,"23.35","22.38","22.38","22.38"
11/13/2020,"23.90","23.14","23.14","23.14"
11/12/2020,"23.94","23.30","23.30","23.30"
11/11/2020,"24.74","23.13","23.13","23.13"
11/10/2020,"24.54","25.08","25.08","25.08"
11/09/2020,"24.98","23.86","23.86","23.86"
11/06/2020,"26.35","25.62","25.62","25.62"
11/05/2020,"26.81","26.37","26.37","26.37"
11/04/2020,"33.81","28.00","28.00","28.00"
11/03/2020,"34.07","32.76","32.76","32.76"
11/02/2020,"36.22","35.23","35.23","35.23"
10/30/2020,"37.61","35.35","35.35","35.35"
10/29/2020,"38.00","37.55","37.55","37.55"
10/28/2020,"37.59","38.26","38.26","38.26"
10/27/2020,"32.54","32.74","32.74","32.74"
10/26/2020,"30.92","31.76","31.76","31.76"
10/23/2020,"28.91","28.16","28.16","28.16"
10/22/2020,"30.88","28.99","28.99","28.99"
10/21/2020,"28.24","29.45","29.45","29.45"
10/20/2020,"27.29","27.63","27.63","27.63"
10/19/2020,"25.55","26.62","26.62","26.62"
10/16/2020,"25.45","25.32","25.32","25.32"
10/15/2020,"25.09","26.84","26.84","26.84"
10/14/2020,"23.03","23.24","23.24","23.24"
10/13/2020,"22.83","22.94","22.94","22.94"
10/12/2020,"22.63","22.25","22.25","22.25"
10/09/2020,"23.19","22.24","22.24","22.24"
10/08/2020,"24.40","23.98","23.98","23.98"
10/07/2020,"25.31","24.97","24.97","24.97"
10/06/2020,"25.81","25.21","25.21","25.21"
10/05/2020,"27.38","26.28","26.28","26.28"
10/02/2020,"27.95","26.82","26.82","26.82"
10/01/2020,"26.09","26.54","26.54","26.54"
09/30/2020,"27.16","26.06","26.06","26.06"
09/29/2020,"27.55","26.90","26.90","26.90"
09/28/2020,"27.04","26.82","26.82","26.82"
09/25/2020,"28.22","27.81","27.81","27.81"
09/24/2020,"28.95","28.34","28.34","28.34"
09/23/2020,"27.51","27.17","27.17","27.17"
09/22/2020,"28.89","28.11","28.11","28.11"
09/21/2020,"25.53","30.15","25.53","25.53"
09/18/2020,"22.67","23.33","21.54","22.67"
09/17/2020,"23.74","22.55","22.55","22.55"
09/16/2020,"21.78","21.99","21.99","21.99"
09/15/2020,"22.51","22.12","22.12","22.12"
09/14/2020,"23.24","22.57","22.57","22.57"
09/11/2020,"24.87","23.72","23.72","23.72"
09/10/2020,"25.78","25.01","25.01","25.01"
09/09/2020,"27.25","25.89","25.89","25.89"
09/08/2020,"27.50","28.45","28.45","28.45"
09/07/2020,"29.23","27.92","27.92","27.92"
09/04/2020,"30.28","31.71","31.71","31.71"
09/03/2020,"25.90","29.01","29.01","29.01"
09/02/2020,"26.48","26.61","26.61","26.61"
09/01/2020,"26.11","27.12","27.12","27.12"
08/31/2020,"24.19","26.79","24.00","24.19"
08/28/2020,"24.25","25.61","23.55","24.25"
08/27/2020,"23.50","23.56","23.56","23.56"
08/26/2020,"22.99","22.00","22.00","22.00"
08/25/2020,"22.55","23.36","23.36","23.36"
08/24/2020,"23.25","23.11","23.11","23.11"
08/21/2020,"23.28","24.34","24.34","24.34"
08/20/2020,"24.11","24.04","24.04","24.04"
08/19/2020,"23.03","21.99","21.99","21.99"
08/18/2020,"22.97","23.27","23.27","23.27"
08/17/2020,"24.73","22.78","22.78","22.78"
08/14/2020,"23.67","23.87","23.87","23.87"
08/13/2020,"22.64","22.69","22.69","22.69"
08/12/2020,"24.28","22.47","22.47","22.47"
08/11/2020,"23.33","23.39","23.39","23.39"
08/10/2020,"24.66","24.11","24.11","24.11"
08/07/2020,"24.90","24.20","24.20","24.20"
08/06/2020,"23.40","24.94","24.94","24.94"
08/05/2020,"24.03","23.94","23.94","23.94"
08/04/2020,"25.41","25.09","25.09","25.09"
08/03/2020,"27.14","25.76","25.76","25.76"
07/31/2020,"26.70","26.66","26.66","26.66"
07/30/2020,"25.18","28.02","28.02","28.02"
07/29/2020,"24.72","24.23","24.23","24.23"
07/28/2020,"24.38","24.40","24.40","24.40"
