Date,Open,High,Low,Close
07/27/2020,"25.97","25.24","25.24","25.24"
07/24/2020,"27.06","25.58","25.58","25.58"
07/23/2020,"23.44","23.31","23.31","23.31"
07/22/2020,"23.50","24.21","24.21","24.21"
07/21/2020,"23.40","23.49","23.49","23.49"
07/20/2020,"26.07","24.21","24.21","24.21"
07/17/2020,"26.19","25.58","25.58","25.58"
07/16/2020,"27.06","26.81","26.81","26.81"
07/15/2020,"27.48","27.57","27.57","27.57"
07/14/2020,"29.55","28.93","28.93","28.93"
07/13/2020,"28.13","27.14","27.14","27.14"
07/10/2020,"31.25","28.43","28.43","28.43"
07/09/2020,"28.74","30.45","30.45","30.45"
07/08/2020,"28.96","29.57","29.57","29.57"
07/07/2020,"29.01","27.93","27.93","27.93"
07/06/2020,"27.71","27.60","27.60","27.60"
07/03/2020,"27.47","28.27","28.27","28.27"
07/02/2020,"28.85","28.97","27.25","28.85"
07/01/2020,"31.95","32.08","29.77","31.95"
06/30/2020,"34.03","31.72","31.72","31.72"
06/29/2020,"35.57","34.49","34.49","34.49"
06/26/2020,"33.69","35.17","35.17","35.17"
06/25/2020,"39.15","34.68","34.68","34.68"
06/24/2020,"32.07","36.81","36.81","36.81"
06/23/2020,"32.33","31.34","31.34","31.34"
06/22/2020,"35.31","33.78","33.78","33.78"
06/19/2020,"33.85","32.21","32.21","32.21"
06/18/2020,"34.78","35.05","35.05","35.05"
06/17/2020,"35.04","35.36","35.36","35.36"
06/16/2020,"35.47","36.10","36.10","36.10"
06/15/2020,"44.14","38.41","38.41","38.41"
06/12/2020,"38.24","41.41","41.41","41.41"
06/11/2020,"33.42","36.02","36.02","36.02"
06/10/2020,"28.92","30.05","30.05","30.05"
06/09/2020,"28.46","29.75","29.75","29.75"
06/08/2020,"28.64","28.12","28.12","28.12"
06/05/2020,"26.94","27.89","27.89","27.89"
06/04/2020,"29.44","27.66","27.66","27.66"
06/03/2020,"29.94","29.61","29.61","29.61"
06/02/2020,"29.68","30.68","30.68","30.68"
06/01/2020,"30.37","32.13","30.05","30.37"
05/29/2020,"30.58","31.13","31.13","31.13"
05/28/2020,"28.87","29.01","29.01","29.01"
05/27/2020,"27.92","29.40","29.40","29.40"
05/26/2020,"28.40","28.04","28.04","28.04"
05/25/2020,"31.25","29.16","29.16","29.16"
05/22/2020,"34.13","31.42","31.42","31.42"
05/21/2020,"30.35","32.32","32.32","32.32"
05/20/2020,"30.80","29.11","29.11","29.11"
05/19/2020,"28.91","30.17","30.17","30.17"
05/18/2020,"31.81","29.06","29.06","29.06"
05/15/2020,"32.76","34.47","34.47","34.47"
05/14/2020,"35.13","36.32","36.32","36.32"
05/13/2020,"31.19","33.42","33.42","33.42"
05/12/2020,"29.51","27.67","27.67","27.67"
05/11/2020,"29.08","32.21","28.74","29.08"
05/08/2020,"31.37","29.66","29.66","29.66"
05/07/2020,"33.78","32.43","32.43","32.43"
05/06/2020,"34.79","34.81","34.81","34.81"
05/05/2020,"35.36","34.51","34.51","34.51"
05/04/2020,"39.70","38.32","38.32","38.32"
04/30/2020,"30.65","33.91","33.91","33.91"
04/29/2020,"32.25","30.72","30.72","30.72"
04/28/2020,"34.32","33.01","33.01","33.01"
04/27/2020,"37.93","34.72","34.72","34.72"
04/24/2020,"42.66","40.17","40.17","40.17"
04/23/2020,"42.91","40.35","40.35","40.35"
04/22/2020,"46.64","43.96","43.96","43.96"
04/21/2020,"44.17","48.22","48.22","48.22"
04/20/2020,"41.80","44.22","40.83","41.80"
04/17/2020,"41.08","41.20","41.20","41.20"
04/16/2020,"43.21","43.26","43.26","43.26"
04/15/2020,"40.79","44.96","44.96","44.96"
04/14/2020,"42.60","40.48","40.48","40.48"
04/09/2020,"43.29","44.71","44.71","44.71"
04/08/2020,"47.58","45.30","45.30","45.30"
04/07/2020,"41.24","46.29","46.29","46.29"
04/06/2020,"43.65","43.03","43.03","43.03"
04/03/2020,"48.18","45.88","45.88","45.88"
04/02/2020,"49.24","49.92","49.92","49.92"
04/01/2020,"53.89","51.14","51.14","51.14"
03/31/2020,"52.17","48.59","48.59","48.59"
03/30/2020,"62.12","55.63","55.63","55.63"
03/27/2020,"56.16","60.99","60.99","60.99"
03/26/2020,"60.21","54.31","54.31","54.31"
03/25/2020,"51.57","57.13","57.13","57.13"
03/24/2020,"57.04","52.53","52.53","52.53"
03/23/2020,"75.92","64.43","64.43","64.43"
03/20/2020,"65.20","68.21","68.21","68.21"
03/19/2020,"84.64","78.35","78.35","78.35"
03/18/2020,"84.98","84.80","84.80","84.80"
03/17/2020,"79.57","77.26","77.26","77.26"
03/16/2020,"81.50","85.62","85.62","85.62"
03/13/2020,"68.65","74.33","74.33","74.33"
03/12/2020,"60.57","71.52","71.52","71.52"
03/11/2020,"51.45","53.76","53.76","53.76"
03/10/2020,"51.56","53.80","53.80","53.80"
03/09/2020,"57.88","54.10","54.10","54.10"
03/06/2020,"37.88","43.02","43.02","43.02"
03/05/2020,"29.82","33.14","33.14","33.14"
03/04/2020,"32.67","29.76","29.76","29.76"
03/03/2020,"32.04","33.45","33.45","33.45"
03/02/2020,"34.69","36.12","36.12","36.12"
02/28/2020,"43.73","42.24","42.24","42.24"
02/27/2020,"27.62","34.70","34.70","34.70"
02/26/2020,"27.51","24.54","24.54","24.54"
02/25/2020,"21.34","27.44","27.44","27.44"
02/24/2020,"21.71","22.66","22.66","22.66"
02/21/2020,"15.42","15.75","15.75","15.75"
02/20/2020,"12.92","14.09","14.09","14.09"
02/19/2020,"13.25","12.88","12.88","12.88"
02/18/2020,"13.52","13.84","13.84","13.84"
02/17/2020,"13.22","12.97","12.97","12.97"
02/14/2020,"13.12","13.06","13.06","13.06"
02/13/2020,"13.04","13.25","13.25","13.25"
02/12/2020,"12.88","12.45","12.45","12.45"
02/11/2020,"13.17","12.92","12.92","12.92"
02/10/2020,"13.97","13.70","13.70","13.70"
02/07/2020,"13.13","13.32","13.32","13.32"
02/06/2020,"13.31","12.99","12.99","12.99"
02/05/2020,"14.64","14.73","13.38","14.64"
02/04/2020,"15.27","14.50","14.50","14.50"
02/03/2020,"17.06","16.28","16.28","16.28"
01/31/2020,"15.31","17.15","17.15","17.15"
01/30/2020,"16.45","16.42","16.42","16.42"
01/29/2020,"14.80","14.42","14.42","14.42"
01/28/2020,"15.93","15.20","15.20","15.20"
01/27/2020,"15.68","17.17","17.17","17.17"
01/24/2020,"12.12","12.67","12.67","12.67"
01/23/2020,"12.64","13.16","13.16","13.16"
01/22/2020,"11.65","12.24","12.24","12.24"
01/21/2020,"12.66","11.81","11.81","11.81"
01/20/2020,"11.26","11.25","11.25","11.25"
01/17/2020,"10.84","10.97","10.50","10.84"
01/16/2020,"11.39","11.02","11.02","11.02"
01/15/2020,"12.76","12.04","12.04","12.04"
01/14/2020,"13.02","12.41","12.41","12.41"
01/13/2020,"12.73","12.71","12.71","12.71"
01/10/2020,"12.70","12.39","12.39","12.39"
01/09/2020,"13.00","13.04","13.04","13.04"
01/08/2020,"15.28","14.04","14.04","14.04"
01/07/2020,"14.30","14.21","14.21","14.21"
01/06/2020,"15.45","15.14","15.14","15.14"
01/03/2020,"14.36","13.96","13.96","13.96"
01/02/2020,"13.37","12.67","12.67","12.67"
12/30/2019,"12.92","13.95","13.95","13.95"
12/27/2019,"11.95","12.09","12.09","12.09"
12/23/2019,"11.74","11.75","11.22","11.74"
12/20/2019,"12.08","11.08","11.08","11.08"
12/19/2019,"11.83","12.18","12.18","12.18"
12/18/2019,"12.02","12.07","11.39","12.02"
12/17/2019,"11.97","12.15","12.15","12.15"
12/16/2019,"12.14","11.64","11.64","11.64"
12/13/2019,"12.34","13.12","13.12","13.12"
12/12/2019,"14.94","14.66","14.66","14.66"
12/11/2019,"14.94","15.23","15.23","15.23"
12/10/2019,"15.64","15.02","15.02","15.02"
12/09/2019,"14.56","14.92","14.92","14.92"
12/06/2019,"14.99","14.13","14.13","14.13"
12/05/2019,"14.87","15.37","15.37","15.37"
12/04/2019,"16.59","15.22","15.22","15.22"
12/03/2019,"15.27","16.91","16.91","16.91"
12/02/2019,"13.36","15.89","15.89","15.89"
11/29/2019,"13.29","13.17","13.17","13.17"
11/28/2019,"12.58","12.80","12.80","12.80"
11/27/2019,"12.16","12.20","12.20","12.20"
11/26/2019,"12.38","12.10","12.10","12.10"
11/25/2019,"12.83","12.38","12.38","12.38"
11/22/2019,"12.78","13.09","13.09","13.09"
11/21/2019,"13.61","13.13","13.13","13.13"
11/20/2019,"13.31","12.73","12.73","12.73"
11/19/2019,"11.80","12.37","12.37","12.37"
11/18/2019,"11.75","12.04","12.04","12.04"
11/15/2019,"12.22","11.54","11.54","11.54"
11/14/2019,"12.57","12.47","12.47","12.47"
11/13/2019,"12.81","12.80","12.80","12.80"
11/12/2019,"12.90","12.63","12.63","12.63"
11/11/2019,"13.30","13.09","13.09","13.09"
11/08/2019,"13.10","12.85","12.85","12.85"
11/07/2019,"12.76","12.75","12.75","12.75"
11/06/2019,"12.95","12.93","12.93","12.93"
11/05/2019,"12.87","12.92","12.92","12.92"
11/04/2019,"12.87","12.90","12.90","12.90"
11/01/2019,"13.52","12.84","12.84","12.84"
10/31/2019,"13.18","13.79","13.79","13.79"
10/30/2019,"13.81","13.80","13.80","13.80"
10/29/2019,"13.55","13.73","13.73","13.73"
10/28/2019,"13.13","13.20","13.20","13.20"
10/25/2019,"13.19","12.82","12.82","12.82"
10/24/2019,"13.33","13.09","13.09","13.09"
10/23/2019,"14.55","13.46","13.46","13.46"
10/22/2019,"14.49","14.17","14.17","14.17"
10/21/2019,"15.48","14.74","14.74","14.74"
10/18/2019,"15.50","15.37","15.37","15.37"
10/17/2019,"14.86","15.17","14.03","14.93"
10/16/2019,"14.65","14.76","14.76","14.76"
10/15/2019,"15.18","14.47","14.47","14.47"
10/14/2019,"16.03","15.92","15.92","15.92"
10/11/2019,"16.96","15.89","15.89","15.89"
10/10/2019,"18.46","17.42","17.42","17.42"
10/09/2019,"19.61","18.39","18.39","18.39"
10/08/2019,"17.85","19.23","19.23","19.23"
10/07/2019,"19.06","17.86","17.86","17.86"
10/04/2019,"19.68","18.52","18.52","18.52"
10/03/2019,"20.37","20.50","20.50","20.50"
10/02/2019,"18.84","21.01","21.01","21.01"
10/01/2019,"15.43","17.26","17.26","17.26"
09/30/2019,"16.76","15.83","15.83","15.83"
09/27/2019,"15.82","15.88","15.88","15.88"
09/26/2019,"16.79","16.59","16.59","16.59"
09/25/2019,"17.25","17.23","17.23","17.23"
09/24/2019,"15.31","15.97","15.97","15.97"
09/23/2019,"15.07","15.58","15.58","15.58"
09/20/2019,"14.42","13.97","13.97","13.97"
09/19/2019,"14.76","14.50","14.50","14.50"
09/18/2019,"15.44","15.21","15.21","15.21"
09/17/2019,"15.56","15.55","15.55","15.55"
09/16/2019,"14.83","15.25","15.25","15.25"
09/13/2019,"14.26","13.74","13.74","13.74"
09/12/2019,"15.26","14.41","14.41","14.41"
09/11/2019,"15.06","15.44","15.44","15.44"
09/10/2019,"15.13","15.26","15.26","15.26"
09/09/2019,"14.65","14.94","14.94","14.94"
09/06/2019,"15.14","14.63","14.63","14.63"
09/05/2019,"15.94","15.51","15.51","15.51"
09/04/2019,"17.06","16.58","16.58","16.58"
09/03/2019,"19.21","18.24","18.24","18.24"
09/02/2019,"17.77","17.54","17.54","17.54"
08/30/2019,"17.46","17.67","17.67","17.67"
08/28/2019,"19.94","19.33","19.33","19.33"
08/27/2019,"20.54","19.44","19.44","19.44"
08/26/2019,"21.26","20.25","20.25","20.25"
08/23/2019,"17.42","20.15","20.15","20.15"
08/22/2019,"17.12","18.23","18.23","18.23"
08/21/2019,"17.63","16.77","16.77","16.77"
08/20/2019,"17.67","18.43","18.43","18.43"
08/19/2019,"19.06","18.26","18.26","18.26"
08/16/2019,"21.78","20.38","20.38","20.38"
08/15/2019,"22.28","22.54","22.54","22.54"
08/14/2019,"18.32","22.06","22.06","22.06"
08/13/2019,"20.07","18.62","18.62","18.62"
08/12/2019,"18.05","19.25","19.25","19.25"
08/09/2019,"17.95","18.95","18.95","18.95"
08/08/2019,"19.24","18.00","18.00","18.00"
08/07/2019,"20.04","21.04","21.04","21.04"
08/06/2019,"20.81","21.38","21.38","21.38"
08/05/2019,"19.44","21.06","21.06","21.06"
08/02/2019,"16.32","18.35","18.35","18.35"
08/01/2019,"14.27","13.73","13.73","13.73"
07/31/2019,"14.56","14.39","14.39","14.39"
07/30/2019,"12.78","14.47","14.47","14.47"
07/29/2019,"13.18","12.64","12.64","12.64"
07/26/2019,"13.21","12.67","12.67","12.67"
07/25/2019,"12.86","13.27","13.27","13.27"
07/24/2019,"12.83","13.12","13.12","13.12"
07/23/2019,"12.97","12.71","12.71","12.71"
07/22/2019,"14.22","13.55","13.55","13.55"
07/19/2019,"12.98","13.70","13.70","13.70"
07/18/2019,"13.59","13.33","13.33","13.33"
07/17/2019,"12.15","12.60","12.60","12.60"
07/16/2019,"12.60","12.16","12.16","12.16"
07/15/2019,"12.36","12.61","12.61","12.61"
07/12/2019,"12.52","12.39","12.39","12.39"
07/11/2019,"12.60","12.47","12.47","12.47"
07/10/2019,"12.96","12.82","12.82","12.82"
07/09/2019,"13.04","12.75","12.75","12.75"
07/08/2019,"12.82","12.62","12.62","12.62"
07/05/2019,"11.82","12.42","12.42","12.42"
07/04/2019,"11.56","11.92","11.56","11.56"
07/03/2019,"11.72","11.76","11.43","11.72"
07/02/2019,"12.30","12.36","11.78","12.30"
07/01/2019,"12.92","12.92","12.26","12.92"
06/28/2019,"13.95","13.73","13.73","13.73"
06/27/2019,"13.84","14.67","13.72","13.84"
06/26/2019,"14.26","14.30","13.63","14.26"
06/25/2019,"14.18","14.23","13.75","14.18"
06/24/2019,"13.61","14.17","13.58","13.61"
06/21/2019,"13.45","13.39","13.39","13.39"
06/20/2019,"12.84","13.38","12.48","12.84"
06/19/2019,"13.40","13.76","13.28","13.40"
06/18/2019,"14.51","14.62","13.05","14.51"
06/17/2019,"14.68","14.71","14.02","14.68"
06/14/2019,"14.76","15.22","14.26","14.76"
06/13/2019,"15.08","15.19","14.29","15.08"
06/12/2019,"15.25","15.44","14.87","15.25"
06/11/2019,"14.67","14.85","14.38","14.67"
06/10/2019,"15.22","15.23","14.77","15.22"
06/07/2019,"15.02","15.29","14.60","15.02"
06/06/2019,"15.86","16.15","15.36","15.86"
06/05/2019,"16.30","16.58","15.79","16.30"
06/04/2019,"17.57","17.58","16.39","17.57"
06/03/2019,"18.66","19.03","17.19","18.66"
05/31/2019,"18.35","18.95","17.36","18.35"
05/30/2019,"17.01","17.10","16.40","17.01"
05/29/2019,"17.87","18.16","17.27","17.87"
05/28/2019,"16.32","17.06","15.87","16.32"
05/27/2019,"16.39","16.81","16.08","16.39"
05/24/2019,"16.98","17.11","16.18","16.98"
05/23/2019,"16.82","17.96","16.62","16.82"
05/22/2019,"15.59","16.91","14.82","15.59"
05/21/2019,"16.60","16.92","15.64","16.60"
05/20/2019,"15.74","17.65","15.26","15.74"
05/17/2019,"15.41","16.27","14.88","15.41"
05/16/2019,"16.47","16.72","15.06","16.47"
05/15/2019,"17.22","18.24","16.68","17.22"
05/14/2019,"18.28","18.54","17.56","18.28"
05/13/2019,"18.47","19.93","18.13","18.47"
05/10/2019,"18.10","19.63","17.94","18.10"
05/09/2019,"18.86","20.68","18.86","18.86"
05/08/2019,"17.26","18.96","17.19","17.26"
05/07/2019,"15.49","18.35","15.01","15.49"
05/06/2019,"16.75","17.46","15.71","16.75"
05/03/2019,"13.83","13.86","13.33","13.83"
05/02/2019,"13.77","14.34","13.29","13.77"
04/30/2019,"13.26","13.26","13.26","13.26"
04/29/2019,"13.03","13.03","13.03","13.03"
04/26/2019,"12.60","12.60","12.60","12.60"
04/25/2019,"12.96","12.96","12.96","12.96"
04/24/2019,"12.54","12.54","12.54","12.54"
04/23/2019,"12.20","12.20","12.20","12.20"
04/22/2019,"11.01","11.01","11.01","11.01"
04/19/2019,"11.01","11.01","11.01","11.01"
04/18/2019,"11.01","11.01","11.01","11.01"
04/17/2019,"11.27","11.27","11.27","11.27"
04/16/2019,"11.30","11.30","11.30","11.30"
04/15/2019,"11.49","11.49","11.49","11.49"
04/12/2019,"11.88","11.88","11.88","11.88"
04/11/2019,"12.60","12.60","12.60","12.60"
04/10/2019,"14.28","14.28","14.28","14.28"
04/09/2019,"14.52","14.52","14.52","14.52"
04/08/2019,"14.60","14.60","14.60","14.60"
04/05/2019,"13.55","13.55","13.55","13.55"
04/04/2019,"14.25","14.25","14.25","14.25"
04/03/2019,"14.19","14.19","14.19","14.19"
04/02/2019,"14.78","14.78","14.78","14.78"
04/01/2019,"14.79","14.79","14.79","14.79"
03/29/2019,"15.27","15.27","15.27","15.27"
03/28/2019,"16.67","16.67","16.67","16.67"
03/27/2019,"16.33","16.33","16.33","16.33"
03/26/2019,"15.85","15.85","15.85","15.85"
03/25/2019,"17.34","17.34","17.34","17.34"
03/22/2019,"17.68","17.68","17.68","17.68"
03/21/2019,"15.69","15.69","15.69","15.69"
03/20/2019,"14.48","14.48","14.48","14.48"
03/19/2019,"13.00","13.00","13.00","13.00"
03/18/2019,"13.21","13.21","13.21","13.21"
03/15/2019,"12.92","12.92","12.92","12.92"
03/14/2019,"13.65","13.65","13.65","13.65"
03/13/2019,"13.95","13.95","13.95","13.95"
03/12/2019,"13.84","13.84","13.84","13.84"
03/11/2019,"14.15","14.15","14.15","14.15"
03/08/2019,"14.41","14.41","14.41","14.41"
03/07/2019,"13.87","13.87","13.87","13.87"
03/06/2019,"13.44","13.44","13.44","13.44"
03/05/2019,"13.51","13.51","13.51","13.51"
03/04/2019,"13.65","13.65","13.65","13.65"
03/01/2019,"13.37","13.37","13.37","13.37"
02/28/2019,"13.59","13.59","13.59","13.59"
02/27/2019,"14.35","14.35","14.35","14.35"
02/26/2019,"13.89","13.89","13.89","13.89"
02/25/2019,"13.85","13.85","13.85","13.85"
02/22/2019,"13.98","13.98","13.98","13.98"
02/21/2019,"14.34","14.34","14.34","14.34"
02/20/2019,"14.27","14.27","14.27","14.27"
02/19/2019,"14.61","14.61","14.61","14.61"
02/18/2019,"14.54","14.54","14.54","14.54"
02/15/2019,"14.29","14.29","14.29","14.29"
02/14/2019,"15.76","15.76","15.76","15.76"
02/13/2019,"13.97","13.97","13.97","13.97"
02/12/2019,"14.28","14.28","14.28","14.28"
02/11/2019,"15.22","15.22","15.22","15.22"
02/08/2019,"16.31","16.31","16.31","16.31"
02/07/2019,"16.17","16.17","16.17","16.17"
02/06/2019,"13.62","13.62","13.62","13.62"
02/05/2019,"13.58","13.58","13.58","13.58"
02/04/2019,"14.21","14.21","14.21","14.21"
02/01/2019,"13.99","13.99","13.99","13.99"
01/31/2019,"15.11","15.11","15.11","15.11"
01/30/2019,"16.02","16.02","16.02","16.02"
01/29/2019,"16.05","16.05","16.05","16.05"
01/28/2019,"16.16","16.16","16.16","16.16"
01/25/2019,"14.78","14.78","14.78","14.78"
01/24/2019,"15.56","15.56","15.56","15.56"
01/23/2019,"16.48","16.48","16.48","16.48"
01/22/2019,"16.00","16.00","16.00","16.00"
01/21/2019,"15.39","15.39","15.39","15.39"
01/18/2019,"14.28","14.28","14.28","14.28"
01/17/2019,"15.41","15.41","15.41","15.41"
01/16/2019,"15.72","15.72","15.72","15.72"
01/15/2019,"16.93","16.93","16.93","16.93"
01/14/2019,"17.90","17.90","17.90","17.90"
01/11/2019,"17.42","17.42","17.42","17.42"
01/10/2019,"18.69","18.69","18.69","18.69"
01/09/2019,"19.00","19.00","19.00","19.00"
01/08/2019,"19.48","19.48","19.48","19.48"
01/07/2019,"20.15","20.15","20.15","20.15"
01/04/2019,"20.48","20.48","20.48","20.48"
01/03/2019,"23.00","23.00","23.00","23.00"
01/02/2019,"23.39","23.39","23.39","23.39"
12/28/2018,"23.86","23.86","23.86","23.86"
12/27/2018,"25.69","25.69","25.69","25.69"
12/21/2018,"20.40","20.40","20.40","20.40"
12/20/2018,"20.73","20.73","20.73","20.73"
12/19/2018,"19.60","19.60","19.60","19.60"
12/18/2018,"20.04","20.04","20.04","20.04"
12/17/2018,"19.82","19.82","19.82","19.82"
12/14/2018,"19.16","19.16","19.16","19.16"
12/13/2018,"19.18","19.18","19.18","19.18"
12/12/2018,"19.73","19.73","19.73","19.73"
12/11/2018,"21.09","21.09","21.09","21.09"
12/10/2018,"23.66","23.66","23.66","23.66"
12/07/2018,"21.67","21.67","21.67","21.67"
12/06/2018,"24.62","24.62","24.62","24.62"
12/05/2018,"19.09","19.09","19.09","19.09"
12/04/2018,"17.21","17.21","17.21","17.21"
12/03/2018,"16.92","16.92","16.92","16.92"
11/30/2018,"18.49","18.49","18.49","18.49"
11/29/2018,"18.61","18.61","18.61","18.61"
11/28/2018,"18.60","18.60","18.60","18.60"
11/27/2018,"18.48","18.48","18.48","18.48"
11/26/2018,"18.42","18.42","18.42","18.42"
11/23/2018,"18.97","18.97","18.97","18.97"
11/22/2018,"19.29","19.29","19.29","19.29"
11/21/2018,"18.24","18.24","18.24","18.24"
11/20/2018,"19.96","19.96","19.96","19.96"
11/19/2018,"18.03","18.03","18.03","18.03"
11/16/2018,"18.08","18.08","18.08","18.08"
11/15/2018,"20.15","20.15","20.15","20.15"
11/14/2018,"18.45","18.45","18.45","18.45"
11/13/2018,"17.03","17.03","17.03","17.03"
11/12/2018,"17.86","17.86","17.86","17.86"
11/09/2018,"16.38","16.38","16.38","16.38"
11/08/2018,"15.88","15.88","15.88","15.88"
11/07/2018,"16.43","16.43","16.43","16.43"
11/06/2018,"18.11","18.11","18.11","18.11"
11/05/2018,"18.33","18.33","18.33","18.33"
11/02/2018,"18.85","18.85","18.85","18.85"
11/01/2018,"19.00","19.00","19.00","19.00"
10/31/2018,"20.30","20.30","20.30","20.30"
10/30/2018,"22.22","22.22","22.22","22.22"
10/29/2018,"22.29","22.29","22.29","22.29"
10/26/2018,"23.74","23.74","23.74","23.74"
10/25/2018,"20.76","20.76","20.76","20.76"
10/24/2018,"21.98","21.98","21.98","21.98"
10/23/2018,"21.36","21.36","21.36","21.36"
10/22/2018,"19.36","19.36","19.36","19.36"
10/19/2018,"18.78","18.78","18.78","18.78"
10/18/2018,"18.17","18.17","18.17","18.17"
10/17/2018,"17.02","17.02","17.02","17.02"
10/16/2018,"16.83","16.83","16.83","16.83"
10/15/2018,"19.07","19.07","19.07","19.07"
10/12/2018,"20.21","20.21","20.21","20.21"
10/11/2018,"21.24","21.24","21.24","21.24"
10/10/2018,"18.40","18.40","18.40","18.40"
10/09/2018,"16.90","16.90","16.90","16.90"
10/08/2018,"17.63","17.63","17.63","17.63"
10/05/2018,"16.68","16.68","16.68","16.68"
10/04/2018,"16.02","16.02","16.02","16.02"
10/03/2018,"14.61","14.61","14.61","14.61"
10/02/2018,"15.48","15.48","15.48","15.48"
10/01/2018,"14.23","14.23","14.23","14.23"
09/28/2018,"14.76","14.76","14.76","14.76"
09/27/2018,"13.17","13.17","13.17","13.17"
09/26/2018,"12.85","12.85","12.85","12.85"
09/25/2018,"13.16","13.16","13.16","13.16"
09/24/2018,"13.73","13.73","13.73","13.73"
09/21/2018,"12.82","12.82","12.82","12.82"
09/20/2018,"13.18","13.18","13.18","13.18"
09/19/2018,"13.53","13.53","13.53","13.53"
09/18/2018,"14.36","14.36","14.36","14.36"
09/17/2018,"14.57","14.57","14.57","14.57"
09/14/2018,"13.90","13.90","13.90","13.90"
09/13/2018,"14.59","14.59","14.59","14.59"
09/12/2018,"15.32","15.32","15.32","15.32"
09/11/2018,"15.79","15.79","15.79","15.79"
09/10/2018,"15.89","15.89","15.89","15.89"
09/07/2018,"16.45","16.45","16.45","16.45"
09/06/2018,"17.10","17.10","17.10","17.10"
09/05/2018,"17.29","17.29","17.29","17.29"
09/04/2018,"16.39","16.39","16.39","16.39"
09/03/2018,"15.49","15.49","15.49","15.49"
08/31/2018,"15.63","15.63","15.63","15.63"
08/30/2018,"14.15","14.15","14.15","14.15"
08/29/2018,"12.99","12.99","12.99","12.99"
08/28/2018,"13.16","13.16","13.16","13.16"
08/27/2018,"13.11","13.11","13.11","13.11"
08/24/2018,"13.19","13.19","13.19","13.19"
08/23/2018,"13.64","13.64","13.64","13.64"
08/22/2018,"13.85","13.85","13.85","13.85"
08/21/2018,"13.87","13.87","13.87","13.87"
08/20/2018,"14.50","14.50","14.50","14.50"
08/17/2018,"16.10","16.10","16.10","16.10"
08/16/2018,"16.26","16.26","16.26","16.26"
08/15/2018,"18.48","18.48","18.48","18.48"
08/14/2018,"15.86","15.86","15.86","15.86"
08/13/2018,"15.94","15.94","15.94","15.94"
08/10/2018,"15.11","15.11","15.11","15.11"
08/09/2018,"12.49","12.49","12.49","12.49"
08/08/2018,"12.87","12.87","12.87","12.87"
08/07/2018,"12.63","12.63","12.63","12.63"
08/06/2018,"13.47","13.47","13.47","13.47"
08/03/2018,"13.40","13.40","13.40","13.40"
08/02/2018,"14.51","14.51","14.51","14.51"
08/01/2018,"13.03","13.03","13.03","13.03"
07/31/2018,"12.56","12.56","12.56","12.56"
07/30/2018,"12.71","12.71","12.71","12.71"
07/27/2018,"11.66","11.66","11.66","11.66"
07/26/2018,"12.14","12.14","12.14","12.14"
07/25/2018,"13.50","13.50","13.50","13.50"
07/24/2018,"12.73","12.73","12.73","12.73"
07/23/2018,"14.19","14.19","14.19","14.19"
07/20/2018,"13.77","13.77","13.77","13.77"
07/19/2018,"12.85","12.85","12.85","12.85"
07/18/2018,"11.96","11.96","11.96","11.96"
07/17/2018,"12.56","12.56","12.56","12.56"
07/16/2018,"13.03","13.03","13.03","13.03"
07/13/2018,"12.80","12.80","12.80","12.80"
07/12/2018,"13.46","13.46","13.46","13.46"
07/11/2018,"14.60","14.60","14.60","14.60"
07/10/2018,"12.99","12.99","12.99","12.99"
07/09/2018,"14.07","14.07","14.07","14.07"
07/06/2018,"14.74","14.74","14.74","14.74"
07/05/2018,"15.73","15.73","15.73","15.73"
07/04/2018,"16.22","16.22","16.22","16.22"
07/03/2018,"16.39","16.39","16.39","16.39"
07/02/2018,"18.00","18.00","18.00","18.00"
06/29/2018,"16.63","16.63","16.63","16.63"
06/28/2018,"18.42","18.42","18.42","18.42"
06/27/2018,"17.18","17.18","17.18","17.18"
06/26/2018,"17.24","17.24","17.24","17.24"
06/25/2018,"17.87","17.87","17.87","17.87"
06/22/2018,"14.21","14.21","14.21","14.21"
06/21/2018,"16.09","16.09","16.09","16.09"
06/20/2018,"13.98","13.98","13.98","13.98"
06/19/2018,"14.87","14.87","14.87","14.87"
06/18/2018,"13.76","13.76","13.76","13.76"
06/15/2018,"12.13","12.13","12.13","12.13"
06/14/2018,"11.44","11.44","11.44","11.44"
06/13/2018,"13.20","13.20","13.20","13.20"
06/12/2018,"13.69","13.69","13.69","13.69"
06/11/2018,"13.99","13.99","13.99","13.99"
06/08/2018,"14.96","14.96","14.96","14.96"
06/07/2018,"14.42","14.42","14.42","14.42"
06/06/2018,"14.80","14.80","14.80","14.80"
06/05/2018,"14.80","14.80","14.80","14.80"
06/04/2018,"14.36","14.36","14.36","14.36"
06/01/2018,"15.62","15.62","15.62","15.62"
05/31/2018,"17.65","17.65","17.65","17.65"
05/30/2018,"18.34","18.34","18.34","18.34"
05/29/2018,"20.15","20.15","20.15","20.15"
05/28/2018,"17.78","17.78","17.78","17.78"
05/25/2018,"16.02","16.02","16.02","16.02"
05/24/2018,"15.69","15.69","15.69","15.69"
05/23/2018,"15.06","15.06","15.06","15.06"
05/22/2018,"12.98","12.98","12.98","12.98"
05/21/2018,"13.78","13.78","13.78","13.78"
05/18/2018,"13.97","13.97","13.97","13.97"
05/17/2018,"13.08","13.08","13.08","13.08"
05/16/2018,"13.57","13.57","13.57","13.57"
